Datetime,Tweet Id,Text,Username
2020-07-29 12:47:10+00:00,1288456030289100801,"When an elephant fall on the ground, its manage himself, despite its weight to get up...
Try not to give up after a failure.

Sheriff",Fly_wisiz
2020-07-29 12:36:37+00:00,1288453376716320769,"If I don't, it's just as well. We show up in nature, hoping to be in the presence of its magic. The rest is up to nature to decide what show to put on that day. 
Brute-forcing my way into the boundaries of a tiger AND an elephant doesn't seem worthwhile to me.",aliceonaroll
2020-07-29 12:29:04+00:00,1288451473014128643,‘Can the New Welsh Curriculum achieve its purposes?’ Another - maybe smaller - elephant in the education room😬 https://t.co/ml5gMfpCg7,DrRWatkins
2020-07-29 12:21:19+00:00,1288449526458540034,"I was hauled up on its back and a group of four swayed side to side as the elephant took us into the meadow with grass growing up to the elephant's belly. Right in the middle of a clump, was a tiger resting. The mahout was egging the elephant to get closer and closer.",aliceonaroll
2020-07-29 10:58:48+00:00,1288428757452283905,"Last night I dreamt I was advising my ex-husband on the best Drunk Elephant* eye serums to buy. So if anyone would like to unravel my clearly confused psyche it’d be much appreciated 

*its the Shaba Complex one btw. Pricey but it works",oh_darlingheart
2020-07-29 09:57:22+00:00,1288413297981628417,@JackSpa69022811's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,JackSpa69022811
2020-07-29 09:33:53+00:00,1288407386458329088,Full support to the signatories of this letter. UAL needs to stop its involvement in social cleansing happening in Elephant and Castle https://t.co/9BNP3W8TkK,precarious_ual
2020-07-29 08:56:48+00:00,1288398057214599168,@hneywonwoo @pledis_17 I HAVE THAT TOOO ON MY ARM HAHAHAHAHAHAHHAAHAHHAHA pinch a bit betweet the two moles and u'll get an elephant 🤣🤣 its JK's idea 🤣🤣,EVERY0NE_WOO
2020-07-29 08:50:28+00:00,1288396463316201472,Where is the crown? Isnt its a elephant too? But maybemy eyes see it wrong 😷 https://t.co/vq4mHpK9C8,jwonw
2020-07-29 08:39:37+00:00,1288393730014228481,"@vishalgulati_ @BorisJohnson Its a great question.  I think there is a real desire to solve the problem, but like all of us have a tendancy to do they have gone for the easy targets first (the elephants in the room rather than the conceptual elephant)",sciencescanner
2020-07-29 08:35:37+00:00,1288392723591028736,"@JackGavigan @paul_clarke @PeterKMac1 I mean, shouldn't we be encouraging govt to change its mind on things like this? I recall at the time plenty of people thought it a bad idea and said so. What's the point in building something you realise will be a white elephant just because you announced it?",mr_james_c
2020-07-29 08:31:49+00:00,1288391768942080000,"📢 Today we are celebrating #GlobalTigerDay! 

Among the four 🐯tiger reserves🐯 in Tamil Nadu, Anamalai Tiger Reserve has approximately 30 tigers across its landscape. Also home to a population of elephants🐘, crop-depredation is on the rise. https://t.co/ZMMumbFfcs",DCBBank
2020-07-29 08:30:18+00:00,1288391385616388096,Full solidarity with this letter ✊✊✊ - we will not stand silent at the brutal gentrification and displacement of traders at Elephant Shopping Centre at the hands of @ual and its fellow investors https://t.co/iLQcIJqNYA,ual_j4w
2020-07-29 07:59:03+00:00,1288383522068201473,Is BBI the SI unit for hypocrisy? Or is it that its supporters are hypocrites. Don't carry an elephant on yr head. Unless u have run out of suicide options. ..hahaha https://t.co/i6A8v2AL2r,IbraKaaye
2020-07-29 07:56:59+00:00,1288383001852862465,"Indian State &amp; Its Civil Siciety, Political elite, Media and White elephant Army are the definition of Pathetic Losers. Shameless to the Core and Spineless to the bottom. Yukh Thoo 😜#fabricatedindianmedia",oceanics777
2020-07-29 07:36:18+00:00,1288377796885204992,@NationBreaking @omaoenock its funny how the guy is wanted in the US for ivory trade while the US have no elephants and rhinos. why not here?🤣,DreBah254
2020-07-29 07:26:43+00:00,1288375386259292160,"""If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality."" - Desmond Tutu.",EriasLukwago_
2020-07-29 07:14:07+00:00,1288372212991275011,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/eYXJcAkZdv",zoogandwoo
2020-07-29 07:06:52+00:00,1288370389840781312,"@suziegeewizz @MuseAndVent @bonjalon Here he is endorsing HS2, an overpriced white elephant that will be used as a way to funnel money to the already rich. We know MPs have bought land and property on the route so they can profit. Its this kind of fluff politics I was referring to.

https://t.co/x5NgjhXgow",TwitDinosaur
2020-07-29 06:59:15+00:00,1288368474121818113,"@will_yong @BermondseyTrees @BurgessPk @PeckhamVision @Livingstone_RJ @will_yong - based on the political mandate @SouthwarkLabour or its Members aim to gain in said area. Policy can be one thing to appease developers in Elephant and #CanadaWater, but another elsewhere. Its alchemy",AlbionSalter
2020-07-29 06:26:43+00:00,1288360287800709120,@vivekmathai Kochi is full confusion ... bureaucracy makes it difficult to execute most of the item.. and corp engage in white elephant projects than meaning ful works!!.. its because of kochi metro some inroads got a life..,j9900j
2020-07-29 06:25:18+00:00,1288359930882191360,its the little elephant charm for me https://t.co/XqB4qApeLj,V8solo
2020-07-29 06:24:59+00:00,1288359850485874691,"The result is a gigantic elephant fart of a Government involving it in things it knows nothing about, fiscally incontinent, no rewards for productivity gains. If the Govt could refinance its £2trn of debts it would cost just £3bn a year in interest. W",BurnsideNotTosh
2020-07-29 05:25:34+00:00,1288344895736827904,God I really feel so much shit from the whole elephant ride scene in this game I FUCKINGGGG GHHH ITS THE VULNERABILITY OF IT ALL,ptanalo
2020-07-29 05:15:18+00:00,1288342312297340928,"@PattyJenks If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality. Accountability &gt; entertainment",Mr_Foolish_214
2020-07-29 05:03:58+00:00,1288339463622610949,"When 2 elephants collide, its the grass that suffers, Massive encounter in the Norwegian Eliteserien today Aalesubds vs Start. this can go absolutely anywhere #AspiringPunter https://t.co/QrFIFVYQPr",AspiringHustle
2020-07-29 04:51:25+00:00,1288336303311007746,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/8nJ7dYn6Bo",MikeRPlaisance
2020-07-29 03:49:16+00:00,1288320663762145281,"@ethantk23 id assume they'd move at about the same rate as an elephant because of their size. modern day sloths are only slow because its a survival tactic because they live in trees, but ground sloths, as you can tell by their name, did not live in trees so they were not slow",nakahabaki
2020-07-29 02:29:13+00:00,1288300519337996288,"At least one of the elephants in the room: Apple already has a longstanding platform where the App Store is optional — the Mac — and very few of the developers you care about are present in its App Store, because the terms just aren't good enough. The MAS is a wasteland",stroughtonsmith
2020-07-29 02:06:51+00:00,1288294888002527234,@beachdood @JaddHashem @AJPapagno @JoeBiden Damn its Capt Spelling B you got my spelling. Gotta love how the Galactic idot can only point out a grammar flaw. Cant comment on the fact that he would mistake elephant with pedophile tho. Cause the truth sux for you,DavidBranum2
2020-07-29 02:02:43+00:00,1288293849308291072,@BryanDeanWright No one likes to talk about elephants in the room. Its much easier to blame invisible boogiemen and thats why the problems never get solved.,truthgodveritas
2020-07-29 01:33:35+00:00,1288286515798446080,"So the new Elephant Rifle in Red Dead Online is pretty cool ngl, Really powerful weapon with the compromise of recoil and ammo capacity, id say its well balanced",lonnesurvivor
2020-07-29 00:52:25+00:00,1288276155532009472,@emoboyfei ok black madonna by cage the elephant is finished!!! now its i cant handle changed by roar,kozumwah
2020-07-29 00:51:29+00:00,1288275921108176896,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/ZpzmsXVqbc",htownfeminista
2020-07-29 00:43:59+00:00,1288274034766028801,@DanteOnDeck Its obvious he has serious knee issues. 6 months off and still can't play.His knee issue can't be fixed. Thats the elephant in the room.,rknrllr
2020-07-29 00:26:41+00:00,1288269680285642752,"@ScottWamplerBMD Or whoever has the largest dingle might lose thier altogether and it would appear in my hand... gross. 

Or perhaps the meaning of the word penis changes so I am given an, idk, an elephant and its a big one but now everyone calls them penises. 

Or...",seravorn
2020-07-29 00:08:57+00:00,1288265218338861057,"Most elephants weigh less than the tongue of a blue whale. The heart of a blue whale is the size of a small car.
 
A cockroach can survive for about a week without its head before dying of starvation. https://t.co/qyFeIcaUdi",ldkkei
2020-07-28 23:56:55+00:00,1288262189455990786,"@Nala_Elephant Oooo I love New Vegas! Its so fun!
If I had to choose a current fav tho I think Dishonored 2 would take the win",KoboldKeira
2020-07-28 23:46:03+00:00,1288259454949920768,"I cant watch the news anymore, its too disappointing...",Nala_Elephant
2020-07-28 23:43:57+00:00,1288258926367006720,"If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality. - Desmond Tutu #FreeJaggiNow
#FreeJaggiNow",rutbapanjabda
2020-07-28 23:38:11+00:00,1288257477017047040,"If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality. - Desmond Tutu #FreeJaggiNow",Sadia__Raja
2020-07-28 23:23:10+00:00,1288253695583490048,@allsIain just lately lol its been ages and it just pops in my tl lol its like not talking about the elephant in the room my twitter is built on that lol,BAIRE_XV
2020-07-28 23:21:43+00:00,1288253330783903751,"@mohamednabil Clarification: “that particular animal” does not refer to the chimpanzee. I meant it in the sense that he was happy when he found out that any given animal was living with its parents (the lion, the chimpanzee, the ostrich, the elephant) (&amp;strictly speaking it should be “fathers”",ZNabolsy
2020-07-28 22:54:04+00:00,1288246372420988928,"@pantksp @Xhinua_1988 Your media brigade has lost credibility and no one believes them Keep on writing articles, keep on begging countries to team up against China but when the dragon spews fire, elephant will be licking its wounds. Not a single country you  name will stand with India. Mark my words.",stickwithchick
2020-07-28 22:30:07+00:00,1288240347751936000,@HeatherLeaOlson @marklevinshow I want the US to get back on its feet so we are not living beside some elephant that is about to collapse and drag us down with them.  Biden and the rest of the commies will turn the US into a third world country.,langen_richard
2020-07-28 21:29:28+00:00,1288225082683330561,"@FieldMuseum It sure puts things into perspective when one compares its size to the size of that enormous elephant, and those totem poles...Yikes to everything there!",skookum_jimbo
2020-07-28 21:05:03+00:00,1288218937713471491,"#Animal circuses are shutting down or dropping cruel animal acts, yet #Loomis Bros. #Circus is still forcing #elephants &amp; big #cats to perform. Urge them to join the many modern, #humane circuses by ending its #cruel animal acts via @PETA: https://t.co/52wmxBe31f",yeyadoggie
2020-07-28 20:42:56+00:00,1288213371960135681,the GOP does not deserve to use the elephant as its logo.,jeansseam
2020-07-28 20:34:45+00:00,1288211314016497665,Heal's Matera Bedstead Double Daino Leather Elephant Grey Black Feet at Unique Furnishing - The Matera bed has a sleek and modern design made with traditional craftsmanship. Taking its name from the southern ... https://t.co/6KKAeL6kin #Sofas #interiordesign #LIKE #RETWEET https://t.co/EDmheYv7qk,uniquefurnish
2020-07-28 20:31:10+00:00,1288210410466762752,"@DanaBashCNN its not only #coronavirus that hurts Trump as an incumbent. To say that is to ignore the elephant in the room, that Trump is a pathological liar, a malignant narcissist &amp; those pathologies are why he fails! It’s not as if Trump behaved any different before the virus!",Pop3Pam
2020-07-28 20:28:24+00:00,1288209715219046401,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/gZBR4jqPge",jenkuma
2020-07-28 20:24:24+00:00,1288208708862976006,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/K0cTp45bpQ",ChristineJameis
2020-07-28 18:25:39+00:00,1288178825398894593,@DelilahSDawson I place the word ELEPHANT in my writing as a placeholder. 😅 And sometimes with names its ELEPHANT1 and ELEPHANT2 🐘,Makaylaislive
2020-07-28 18:24:32+00:00,1288178541322878976,"@RedNationRising ""If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.”",jaymusin
2020-07-28 18:01:04+00:00,1288172637370236928,@colbysari i still have the elephant 😭 its all flat now,angelcriedxo
2020-07-28 17:53:00+00:00,1288170608979775490,"Now Download And Stream Fams ♥ 🔥 🔥 🔥 

We All Have Been Waiting For A Big Collaboration Like This 

Share the Links And Art Cover #Its A New Wave #Blast 🔥 

Elephant Beat X Boss DJ Yosir Ft Kenniel Sounds 🎶 

https://t.co/4GGzSpSrZz

https://t.co/Vhq7O6AlNb https://t.co/qPAYWvk0Pm",tccm_media
2020-07-28 17:51:50+00:00,1288170312140562432,"Now Download And Stream Fams ♥ 🔥 🔥 🔥 

We All Have Been Waiting For A Big Collaboration Like This 

Share the Links And Art Cover #Its A New Wave #Blast 🔥 

Elephant Beat X Boss DJ Yosir Ft Kenniel Sounds 🎶 

https://t.co/B4rXljrOEt

https://t.co/wHM126Wwnb https://t.co/B20nSeMp8D",Kenniel_Ebeat
2020-07-28 17:22:06+00:00,1288162829787451392,"I know three people that died from Covid and three that are recovering. 

Those recovering said -- don't let anyone tell you its just the flu. It was like having an elephant on their chest, couldn't walk across the room without passing out, and could not eat. 

#CovidIsNotAHoax",NaplesLeslie
2020-07-28 17:00:55+00:00,1288157498445369344,"OK, so De School is supposedly closing its doors due to 'financial problems caused by the pandemic'. While this might be true, it definitely isn't the only reason. The elephant in the room: their mismanagement of the whole debate about sexual harassment, racism &amp; gentrification.",aso_asin
2020-07-28 16:55:56+00:00,1288156246978306054,"Every day, so much closer to seeing the whole elephant. Every day, still so caught up in its penis like skin",oumarzbayala
2020-07-28 16:54:08+00:00,1288155794932813824,"So what's new in a ""Dog Barking and the Elephant going its way"".

That has been the way it is. https://t.co/xt3clznDII",LutyensHunter
2020-07-28 16:52:57+00:00,1288155496025862150,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/4NJ8mRpZIH",ehorstman36
2020-07-28 16:46:41+00:00,1288153917302292480,@dbongino Its because he didn't pass the cognitive test. He pointed to the giraffe instead of the elephant.,SFCAGeorge
2020-07-28 16:42:54+00:00,1288152964591476742,"Curt: can we please talk about the elephant in the room
Santana: ur sexuality?

PLZZZZZZZZZ ITS FUNNY!!! THIS SHOWS FUNNY, WHO KNEW",Holesbel
2020-07-28 16:25:59+00:00,1288148709784551424,"it includes tales of conan on an abandoned freeway by thr sea receiving his powers from an ankle band given to him by the gods, which include an elephant demon holding a guy in its trunk. if you made it this far in my thread, this is your reward.",catstorm26
2020-07-28 16:22:36+00:00,1288147857921519618,"Today's blog explains how we're fighting the #bcwildfire impacts at Elephant Hill. 
(It was the largest wildfire in the province during the record-breaking 2017 wildfire season, covering 192,000 hectares at its peak.) 
https://t.co/0vANY6S4nd
#CacheCreek #Ashcroft https://t.co/cpFI1tTnHe",TranBC
2020-07-28 16:02:38+00:00,1288142832897871875,So... lets talk about the elephant in the room....we all expecting an $ltc and/or $xrp explosion when $btc gets done its shit storm?,zinsavage123
2020-07-28 16:01:44+00:00,1288142605604327424,"@CathrynTownsend @aiyanakoka That is far too charitable to them—most hereditarians, even some of the elite class. Don't believe in Hereditarianism because of its scientific value but because it justifies racial &amp; global inequality as a natural part of the social order.",elephant_ben
2020-07-28 15:31:29+00:00,1288134994263781376,"@markwools “If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse and you say that you are neutral, the mouse will not appreciate your neutrality.” — Archbishop Desmond Tutu",thatbwoyChaka
2020-07-28 15:27:45+00:00,1288134054727090176,"City hall is just full of drama of its own. Anyway the ELEPHANT IN THE ROOM STILL remains IS THIS HOW WE RESTORE ORDER??? Beutrice Elachi is a Goon.
#beutrice elachi https://t.co/3oCNc3yCgy",EdwinFrancisOch
2020-07-28 15:27:23+00:00,1288133963786092546,And so it continues - More sad news for the local food industry - Elephant and Bun Kitchen in Cowbridge to permanently close its doors ☹️ https://t.co/Ujy9SqUlX0,Food_A4thought
2020-07-28 15:26:25+00:00,1288133717303660546,"you'll need 3 or 4 large and strong elephants to PULL me where 3/4 of everybody else went, I will ALWAYS try and walk the other way, its natural for me... https://t.co/x691syLjq6",Ozard_OfWiz
2020-07-28 15:09:34+00:00,1288129476929388546,"#31DaysofScooby Day 28: A Scooby you wouldn't show your children - ""Scooby Dooby Guru,"" for its entire plotline revolving around a random Indian man chasing them on the back of an elephant for no reason, which is incredibly racist. #ScoobyDoo https://t.co/3qqZNquNZr",ScoobySnaxCom
2020-07-28 14:50:13+00:00,1288124608269316100,This morning I woke up craving Taco Bell and feel the need to hug a elephant. Its going to be a odd day 🌮🐘😏,LizArnold17
2020-07-28 14:49:54+00:00,1288124527453409281,"...as to what is in the BEST interests of the STUDENT...STUDENT-Athlete and other administrators/ athletic staff, BUT you can on extra slice of pizza and or whatever... MAN ITS ABOUT the Freakin 💰💰💰💰, but let’s not TALK about the oversized elephant in the room.",justraw
2020-07-28 14:35:31+00:00,1288120909899825154,"@markbspiegel @zerohedge Whatever, its a system that is mutually beneficial.  I personally have no interest in hunting an elephant but if there are people who want to pay 1 million to protect the rest of the wildlife to do so go for it.  Clearly its a system that produced more elephants, not less.",Sam29839790
2020-07-28 14:32:43+00:00,1288120202991788032,"@itsameluigi1290 I was very confused because I read the first line as Ramen, Orange, Green Tea and then I saw the second line was Elephant, Violin, Elephant, Ramen and I was like ""oh its that xenoblade copypasta again and I'm just an idiot""",nepsubs
2020-07-28 13:43:19+00:00,1288107771003408385,"@ayjayceee @TheTwoPointOne @JimSpenceSport @A_Southwick @maroonspecs @HeartsRant @HeartsOpinion @perthtopaisley @jamb0skickback @JamboFanTV @Amoruso1998 @AroundTheFunnel @anthonyabrown @Detroit67Book @offtheballbbc Not just the invisible elephant in the room but everytime there’s yet another tedious recollection of helicopter Sunday, I see its trunk curled round the undercarriage hanging on for dear life, trumpeting all the time: “save me”.  If we only had a mouse called Timothy like Dumbo.",neptunelodger
2020-07-28 13:29:49+00:00,1288104373407686656,@whoacristy @saturdaybloom @BreeUh__ Drunk elephant. It’s got a bit of an odd texture to work with but once it’s on and soaked in its great. I want to try the biossance squalane one soon,tallowqueen
2020-07-28 13:16:46+00:00,1288101090261639170,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/abczbbGMRx",hotmail_roma
2020-07-28 12:52:49+00:00,1288095064225468416,"@jwilliamscincy Or ... And hang with me here ... If Householder hadn't taken bribes to prop up unprofitable and unsustainable dirty sources of energy and elect a band of cronies dependent on him.

You say potato, I say elephant with its trunk in the cookie jar.",politijack
2020-07-28 12:24:50+00:00,1288088021611491328,"America lost its dominance during the Trump era. We all know the elephant in the room that lead to him being elected. We all know the root cause. 

 #TuesdayThoughts",AlexGrayson3
2020-07-28 12:11:10+00:00,1288084580801613825,@dodo Why are they all running away? Its not a pissed off man - eating tiger ! Glad the scary elephant got out .....😯😧🙄,Byrdbrayn54
2020-07-28 11:59:17+00:00,1288081590363607040,"If you are neutral in situations of injustice, you have chosen the side of the oppressor. If an elephant has its foot on the tail of a mouse, and you say that you are neutral, the mouse will not appreciate your neutrality.

Desmond Tutu https://t.co/dWf7uxFPhB",rantnravenhvfun
2020-07-28 11:46:53+00:00,1288078470682038273,@charmeddimitris @H_Combs The elephant living its best life,HMC241114
2020-07-28 11:33:16+00:00,1288075043231203328,"@ProsinPlanet “All this talk about the elephant’s foot is bogus, I mean, we have one photo and I’m sure that even liberals can agree that the Soviet Union isn’t known for its photography skills.”",ShepMichaels
2020-07-28 11:31:43+00:00,1288074653408337922,"Eventually HS2 will probably be built. ONLY then will the nation see what a monumental imbecilic waste of money it was, is, and always will be. Worse than a HERD of white elephants! £BILLIONS wasted! -Seems osbourne has a major interest in its progress? https://t.co/OOBSwn4gdD",CountRollo
2020-07-28 11:13:26+00:00,1288070052311269377,"@Mikhail28880374 Wild Things... X.x I hate all the door-ramming you have to do on that level, its beyond tedious, and makes it my least favorite level by far. Also on Very Hard mode you pretty much have to collect and save all ammo for all weapons, if you want to kill that bullet-sponge elephant.",FwoBebe
2020-07-28 11:07:37+00:00,1288068589493407752,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/ZcijdBMiZr",cafecitoadictiv
2020-07-28 11:00:02+00:00,1288066680879382529,@Miss_impurity As if you have understood God. May you get more spiritual growth to understand a little about him. May be you have been reading all wrong about it from wrong places... find out more. Dont judge elephant blindfolded and realizing the elephant as some piller by touching its feet,kapilguptakm
2020-07-28 10:18:37+00:00,1288056259942518785,"Neo i think Prince said they gona address the elephant in the room so far all i hear is ""lovin one another, family talk, apologizing.  Do these ppl understand what Bigbrother is ...its a GAME #BBNaija",Lmajor00907509
2020-07-28 10:00:51+00:00,1288051787912622080,"""When I was in Singapore, i said when the elephants fight, it is grass that suffers and some one answered me very quicly, when the elephants make love, its grass that suffers"" 😂 - Mwalimu Nyerere.

Interview with Saeed Naqvi (1976) https://t.co/RUNuFmzZhD",babangidaTZ
2020-07-28 09:59:21+00:00,1288051407648522240,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/mRXNZImuC6",priyanshago26
2020-07-28 09:55:08+00:00,1288050348112801792,"@anulekhaboosa Feel as you like..because everyone thinks the same, even if you express in Caps, nothing gonna change..its usual street dogs keep barking while elephant moves , but elephant doesn't eve care..like wise @RahulGandhi keeps on saying some shit without answering the questions",VijayKu85928066
2020-07-28 09:43:58+00:00,1288047537774043136,When you cant sleep because your body wants to over heat and make you turn into an elephant but your medicine is not doing its job and taking down the swelling. Awesome.. https://t.co/UaXDWQ0f9i,marley_toth
2020-07-28 09:40:32+00:00,1288046673919451137,@BeingNationali1 @sadhavi check out the story of thiruvanakovil Jambukeshwara temple. Its elephant and a spider instead of bull.,d_fire_engineer
2020-07-28 09:08:57+00:00,1288038727235887104,"@t_d_h_nair Even if the regime paints an elephant with stripes and says its zebra , Indians may believe @t_d_h_nair",minicnair
2020-07-28 08:54:06+00:00,1288034987866877953,@QTAnon1 dangerous， the big elephant thought people are hurting its young .,Jesusmy1314
2020-07-28 08:23:46+00:00,1288027354867130368,"@204Girl0574 @Gwolf8958 A Thai woman walked a baby elephant along the beach most mornings. If it saw me in the sea, it ran in to play BUT didn't know its own strength. So I learnt to quickly run/swim to where it was too deep to follow. It would howl &amp; fire water from its trunk at me 'Come back and play'",Pablo_S_Kobar
2020-07-28 08:18:06+00:00,1288025927172194304,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/ANQmCcKH1g",saramaggiThings
2020-07-28 08:14:24+00:00,1288024996833406976,@mmasnick Not well constructed on its own face - its like telling people to stop thinking about elephants. If you want to ignore something you don't embed reference to it in your new hashtag. Perhaps a cunning plan to virally spread talk about the virus amongst pre-existing disbelievers..,RobChalmers11
2020-07-28 07:57:00+00:00,1288020618747813888,Traditional handcrafted Lakshmi Coin Elephant Nakas Jumka: It’s a cheerful and a distinctive pair of earrings exquisitely ornamented with Lakshmi coins. Its fine craftsmanship and the art of fine jewellery are reminiscent of a bygone era. It... https://t.co/z30quhdW4F,NavrathanJewell
2020-07-28 07:36:18+00:00,1288015411112534017,"@MurphGothic Wolf Creek, absolutely. Michael Haneke’s Amour - once was enough. I don’t think I could ever bring myself to watch The Elephant Man again. Cannibal Holocaust is, in its way, a remarkable film - but that’s definitely not happening again.",ProfDarrylJones
2020-07-28 07:24:40+00:00,1288012483505127425,"If size mattered,the elephant would be considered the King of the jungle. Now guse why its a lion",okeemalachi1
2020-07-28 07:10:10+00:00,1288008831549739011,"Wives please give your husbands sex in the morning,my boss out here behaving like a pregnant elephant,its clear he didnt get some.",nice_nicethings
2020-07-28 07:08:00+00:00,1288008286306852864,@1RAJAGOPAL @GeetaRaavi @IndianRajeshNCo @BrijulalDwajrar @dariestas @ChowkidarMewar @MAXCHELUR @Priya1070 @PayalYadav1907 @anilkhanna248 @raaga31280 @kumarknv @vinayakven @SahilChawla93 @Divyaam_1979 @AnuragToNirvana @PeshinKP @Shalini_Yoga_ @Abdhija1008 @Satya1518 India is the 'last big ground' 4 for these 2 Abrahamic religions 2 clash as De don't consider Hinduism as a religion but a big elephant;compitition is who gets the bigger chunk of its meat &amp; we're like सर्व धर्म संभाव which I can't find in any of our sacred texts! Funny Isn't it?,AwasthiNaman
2020-07-28 06:11:29+00:00,1287994066299269121,"Renowned for its capricious weather in modern times, during the Pleistocene, with its lowered sea levels, it served as a landbridge between the Korean Peninsula and the island of Kyushu in Japan. As such, it allowed animals such as Naumann's elephant to enter the Japanese... https://t.co/n752GzIjpX",spwells
2020-07-28 06:05:57+00:00,1287992673954078721,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/SRO8FwyTo5. Please.",kathynajimy
2020-07-28 05:45:11+00:00,1287987444579733505,"⭐ It's #TubeOfTheDay for Tuesday: train no. 🚇2️⃣2️⃣2️⃣ on the @bakerlooline!

🔷 Its position:
At Marylebone Platform 2
➡ on its way to:
Elephant &amp; Castle Underground Station

📲 Reply if you spot it 
📢 RT/share https://t.co/6rtOhtkPkF",tubeoftheday
2020-07-28 05:23:20+00:00,1287981948158136323,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/i24FFYzWyC",thukral_kirti
2020-07-28 05:13:34+00:00,1287979491130855425,@RamlaLulu Following the footsteps of his late elder brother Hon.Peter Muigai Kenyatta.He was an elephant of a man.Its alleged that he ate a full goat in one sitting,Wagithui
2020-07-28 04:55:19+00:00,1287974894840446976,"@AMA06505356 @pp0196 @JamesLingford @1984Brotherhood @npinto628 @Biorealism @itsbirdemic @EHBEA1 @evopsychscience @royalsociety @rjhaier Its the very definition of circular reasoning, the measure is accurate because it well correlates with the expected output. Why should we expect this correlation cause Lynn said so!
The problem is the correlation is true, only if the IQ data is accurate, it isn't by a long shot.",elephant_ben
2020-07-28 03:06:41+00:00,1287947557243703296,"@cz_binance Why is everyone hesitant to give $Tomo a try ? It’s a brilliant architecture, eco system, &amp; ready to toe the line. Its only a matter of time before everyone realizes the elephant in the room that is Tomochain. Excited for TomoP coming soon ~",Tatsumirii
2020-07-28 02:58:49+00:00,1287945579327303680,"Animal circuses are shutting down or dropping cruel animal acts, yet Loomis Bros. Circus is still forcing elephants &amp; big cats to perform. Urge them to join the many modern, humane circuses by ending its cruel animal acts via @PETA: https://t.co/TZVO8MvD4w",RebelNutrition2
2020-07-28 02:56:27+00:00,1287944983002005504,"@SharikaSoal84 Did you hear about the guy who invented Lifesavers?  They say he made a mint!

Why do you never see elephants hiding in trees? Because they're so good at it!

How does a penguin build its house? Igloos it together!",KAWIBOY636
2020-07-28 02:55:07+00:00,1287944648695062528,@ChazAriaLLC So...when will you actually address the elephant in the room?,its_mymelody
